time,BH1x,BH1y,BH1z,L1x,L1y,L1z,BH2x,BH2y,BH2z,L2x,L2y,L2z
480.0,3.1091989143205914,3.4531152253377932,0,0,-2,1,-3.1091989143205914,-3.4531152253377932,0,0,2,1,
482.0,2.9091856035367454,3.618297154834167,0,0,-2,1,-2.9091856035367454,-3.618297154834167,0,0,2,1,
484.0,2.700415728551179,3.7719007780006533,0,0,-2,1,-2.700415728551179,-3.7719007780006533,0,0,2,1,
486.0,2.483559120242524,3.913462968827791,0,0,-2,1,-2.483559120242524,-3.913462968827791,0,0,2,1,
488.0,2.259310043826923,4.042559329737719,0,0,-2,1,-2.259310043826923,-4.042559329737719,0,0,2,1,
490.0,2.028384960850965,4.158805477434396,0,0,-2,1,-2.028384960850965,-4.158805477434396,0,0,2,1,
492.0,1.7915202236944126,4.261858199485852,0,0,-2,1,-1.7915202236944126,-4.261858199485852,0,0,2,1,
494.0,1.5494697100465824,4.3514164781053095,0,0,-2,1,-1.5494697100465824,-4.3514164781053095,0,0,2,1,
496.0,1.3030024050044753,4.42722237802901,0,0,-2,1,-1.3030024050044753,-4.42722237802901,0,0,2,1,
498.0,1.0528999386006297,4.4890617958288335,0,0,-2,1,-1.0528999386006297,-4.4890617958288335,0,0,2,1,
500.0,0.7999540867028153,4.536765068446556,0,0,-2,1,-0.7999540867028153,-4.536765068446556,0,0,2,1,
502.0,0.5449642433361845,4.570207439191859,0,0,-2,1,-0.5449642433361845,-4.570207439191859,0,0,2,1,
504.0,0.2887348725608899,4.589309379906784,0,0,-2,1,-0.2887348725608899,-4.589309379906784,0,0,2,1,
506.0,0.032072948094172514,4.5940367684636705,0,0,-2,1,-0.032072948094172514,-4.5940367684636705,0,0,2,1,
508.0,-0.22421461110458948,4.584400921230085,0,0,-2,1,0.22421461110458948,-4.584400921230085,0,0,2,1,
510.0,-0.4793235010644956,4.5604584806015565,0,0,-2,1,0.4793235010644956,-4.5604584806015565,0,0,2,1,
512.0,-0.7324545806517327,4.522311158169347,0,0,-2,1,0.7324545806517327,-4.522311158169347,0,0,2,1,
514.0,-0.9828163988887021,4.47010533455457,0,0,-2,1,0.9828163988887021,-4.47010533455457,0,0,2,1,
516.0,-1.2296276936726898,4.404031517400322,0,0,-2,1,1.2296276936726898,-4.404031517400322,0,0,2,1,
518.0,-1.4721198539256368,4.324323659468393,0,0,-2,1,1.4721198539256368,-4.324323659468393,0,0,2,1,
520.0,-1.7095393373347818,4.231258339235319,0,0,-2,1,1.7095393373347818,-4.231258339235319,0,0,2,1,
522.0,-1.941150035997409,4.125153806822487,0,0,-2,1,1.941150035997409,-4.125153806822487,0,0,2,1,
524.0,-2.1662355824610904,4.00636889852516,0,0,-2,1,2.1662355824610904,-4.00636889852516,0,0,2,1,
526.0,-2.384101588853137,3.8753018236246235,0,0,-2,1,2.384101588853137,-3.8753018236246235,0,0,2,1,
528.0,-2.5940778120186616,3.732388827574244,0,0,-2,1,2.5940778120186616,-3.732388827574244,0,0,2,1,
530.0,-2.795520237835101,3.578102736043437,0,0,-2,1,2.795520237835101,-3.578102736043437,0,0,2,1,
532.0,-2.9878130781413015,3.412951384681465,0,0,-2,1,2.9878130781413015,-3.412951384681465,0,0,2,1,
534.0,-3.1703706740104622,3.2374759398248583,0,0,-2,1,3.1703706740104622,-3.2374759398248583,0,0,2,1,
536.0,-3.3426392994074545,3.0522491157167084,0,0,-2,1,3.3426392994074545,-3.0522491157167084,0,0,2,1,
538.0,-3.5040988596011906,2.8578732941319873,0,0,-2,1,3.5040988596011906,-2.8578732941319873,0,0,2,1,
540.0,-3.6542644790506036,2.654978552609622,0,0,-2,1,3.6542644790506036,-2.654978552609622,0,0,2,1,
542.0,-3.7926879738476944,2.444220607777759,0,0,-2,1,3.7926879738476944,-2.444220607777759,0,0,2,1,
544.0,-3.918959204181083,2.2262786805233916,0,0,-2,1,3.918959204181083,-2.2262786805233916,0,0,2,1,
546.0,-4.032707302678051,2.0018532899996235,0,0,-2,1,4.032707302678051,-2.0018532899996235,0,0,2,1,
548.0,-4.133601774890394,1.7716639836831238,0,0,-2,1,4.133601774890394,-1.7716639836831238,0,0,2,1,
550.0,-4.221353468608332,1.5364470108898216,0,0,-2,1,4.221353468608332,-1.5364470108898216,0,0,2,1,
552.0,-4.295715409115905,1.296952947328054,0,0,-2,1,4.295715409115905,-1.296952947328054,0,0,2,1,
554.0,-4.356483497939255,1.0539442784147142,0,0,-2,1,4.356483497939255,-1.0539442784147142,0,0,2,1,
556.0,-4.4034970730844725,0.8081929492009144,0,0,-2,1,4.4034970730844725,-0.8081929492009144,0,0,2,1,
558.0,-4.436639329212913,0.5604778888490252,0,0,-2,1,4.436639329212913,-0.5604778888490252,0,0,2,1,
560.0,-4.455837596657539,0.31158251767229433,0,0,-2,1,4.455837596657539,-0.31158251767229433,0,0,2,1,
562.0,-4.461063478642307,0.0622922447914512,0,0,-2,1,4.461063478642307,-0.0622922447914512,0,0,2,1,
564.0,-4.4523328465266525,-0.18660803552036295,0,0,-2,1,4.4523328465266525,0.18660803552036295,0,0,2,1,
566.0,-4.429705693356913,-0.43433644074236155,0,0,-2,1,4.429705693356913,0.43433644074236155,0,0,2,1,
568.0,-4.393285846464825,-0.6801165822341865,0,0,-2,1,4.393285846464825,0.6801165822341865,0,0,2,1,
570.0,-4.343220540308388,-0.9231800246225693,0,0,-2,1,4.343220540308388,0.9231800246225693,0,0,2,1,
572.0,-4.279699851200954,-1.1627687145693728,0,0,-2,1,4.279699851200954,1.1627687145693728,0,0,2,1,
574.0,-4.202955996018946,-1.3981373711568503,0,0,-2,1,4.202955996018946,1.3981373711568503,0,0,2,1,
576.0,-4.1132624974156204,-1.6285558302641123,0,0,-2,1,4.1132624974156204,1.6285558302641123,0,0,2,1,
578.0,-4.010933218496413,-1.8533113354716053,0,0,-2,1,4.010933218496413,1.8533113354716053,0,0,2,1,
580.0,-3.8963212703291656,-2.0717107682172564,0,0,-2,1,3.8963212703291656,2.0717107682172564,0,0,2,1,
582.0,-3.769817796068694,-2.28308281013825,0,0,-2,1,3.769817796068694,2.28308281013825,0,0,2,1,
584.0,-3.6318506358682394,-2.486780030765393,0,0,-2,1,3.6318506358682394,2.486780030765393,0,0,2,1,
586.0,-3.482882877129271,-2.6821808939919176,0,0,-2,1,3.482882877129271,2.6821808939919176,0,0,2,1,
588.0,-3.323411295004463,-2.8686916770145507,0,0,-2,1,3.323411295004463,2.8686916770145507,0,0,2,1,
590.0,-3.153964688415434,-3.045748295740684,0,0,-2,1,3.153964688415434,3.045748295740684,0,0,2,1,
592.0,-2.9751021171758083,-3.212818030970675,0,0,-2,1,2.9751021171758083,3.212818030970675,0,0,2,1,
594.0,-2.7874110461202997,-3.3694011499974743,0,0,-2,1,2.7874110461202997,3.3694011499974743,0,0,2,1,
596.0,-2.5915054024308892,-3.5150324186159145,0,0,-2,1,2.5915054024308892,3.5150324186159145,0,0,2,1,
598.0,-2.3880235526207447,-3.6492824988998223,0,0,-2,1,2.3880235526207447,3.6492824988998223,0,0,2,1,
600.0,-2.177626205884569,-3.771759228485533,0,0,-2,1,2.177626205884569,3.771759228485533,0,0,2,1,
602.0,-1.9609942507496951,-3.882108777493977,0,0,-2,1,1.9609942507496951,3.882108777493977,0,0,2,1,
604.0,-1.7388265321648126,-3.980016679629059,0,0,-2,1,1.7388265321648126,3.980016679629059,0,0,2,1,
606.0,-1.5118375763420753,-4.065208734406195,0,0,-2,1,1.5118375763420753,4.065208734406195,0,0,2,1,
608.0,-1.2807552708228325,-4.137451777890207,0,0,-2,1,1.2807552708228325,4.137451777890207,0,0,2,1,
610.0,-1.0463185073673833,-4.1965543197547595,0,0,-2,1,1.0463185073673833,4.1965543197547595,0,0,2,1,
612.0,-0.8092747953734026,-4.242367044915145,0,0,-2,1,0.8092747953734026,4.242367044915145,0,0,2,1,
614.0,-0.5703778536074989,-4.274783178430346,0,0,-2,1,0.5703778536074989,4.274783178430346,0,0,2,1,
616.0,-0.3303851880877595,-4.2937387128181275,0,0,-2,1,0.3303851880877595,4.2937387128181275,0,0,2,1,
618.0,-0.09005566398313507,-4.2992124973765256,0,0,-2,1,0.09005566398313507,4.2992124973765256,0,0,2,1,
620.0,0.14985292060240277,-4.291226189555179,0,0,-2,1,-0.14985292060240277,4.291226189555179,0,0,2,1,
622.0,0.388586251116694,-4.269844068869022,0,0,-2,1,-0.388586251116694,4.269844068869022,0,0,2,1,
624.0,0.6253958955223302,-4.235172714293316,0,0,-2,1,-0.6253958955223302,4.235172714293316,0,0,2,1,
626.0,0.8595416780156224,-4.187360546521611,0,0,-2,1,-0.8595416780156224,4.187360546521611,0,0,2,1,
628.0,1.090294019881482,-4.126597236905229,0,0,-2,1,-1.090294019881482,4.126597236905229,0,0,2,1,
630.0,1.3169362399888376,-4.053112985323134,0,0,-2,1,-1.3169362399888376,4.053112985323134,0,0,2,1,
632.0,1.5387668075802963,-3.9671776696529446,0,0,-2,1,-1.5387668075802963,3.9671776696529446,0,0,2,1,
634.0,1.755101540182588,-3.869099869926127,0,0,-2,1,-1.755101540182588,3.869099869926127,0,0,2,1,
636.0,1.965275739660388,-3.7592257706516383,0,0,-2,1,-1.965275739660388,3.7592257706516383,0,0,2,1,
638.0,2.168646259654594,-3.6379379451812794,0,0,-2,1,-2.168646259654594,3.6379379451812794,0,0,2,1,
640.0,2.3645934978863776,-3.5056540263653586,0,0,-2,1,-2.3645934978863776,3.5056540263653586,0,0,2,1,
642.0,2.5525233070694,-3.3628252681078594,0,0,-2,1,-2.5525233070694,3.3628252681078594,0,0,2,1,
644.0,2.731868818453679,-3.2099350027749787,0,0,-2,1,-2.731868818453679,3.2099350027749787,0,0,2,1,
646.0,2.902092172324651,-3.0474969997384416,0,0,-2,1,-2.902092172324651,3.0474969997384416,0,0,2,1,
648.0,3.0626861500990117,-2.876053730644506,0,0,-2,1,-3.0626861500990117,2.876053730644506,0,0,2,1,
650.0,3.213175702993854,-2.6961745472899397,0,0,-2,1,-3.213175702993854,2.6961745472899397,0,0,2,1,
652.0,3.353119372596292,-2.5084537782566203,0,0,-2,1,-3.353119372596292,2.5084537782566203,0,0,2,1,
654.0,3.4821105990259453,-2.313508750705906,0,0,-2,1,-3.4821105990259453,2.313508750705906,0,0,2,1,
656.0,3.5997789127611917,-2.1119777439617735,0,0,-2,1,-3.5997789127611917,2.1119777439617735,0,0,2,1,
658.0,3.7057910065906317,-1.9045178817171904,0,0,-2,1,-3.7057910065906317,1.9045178817171904,0,0,2,1,
660.0,3.7998516845524213,-1.691802969880699,0,0,-2,1,-3.7998516845524213,1.691802969880699,0,0,2,1,
662.0,3.8817046851347388,-1.4745212872391165,0,0,-2,1,-3.8817046851347388,1.4745212872391165,0,0,2,1,
664.0,3.951133376429185,-1.2533733362471817,0,0,-2,1,-3.951133376429185,1.2533733362471817,0,0,2,1,
666.0,4.0079613213540375,-1.0290695613654846,0,0,-2,1,-4.0079613213540375,1.0290695613654846,0,0,2,1,
668.0,4.052052711494508,-0.8023280424537803,0,0,-2,1,-4.052052711494508,0.8023280424537803,0,0,2,1,
670.0,4.083312668541106,-0.5738721707876131,0,0,-2,1,-4.083312668541106,0.5738721707876131,0,0,2,1,
672.0,4.101687412743391,-0.34442831530188794,0,0,-2,1,-4.101687412743391,0.34442831530188794,0,0,2,1,
674.0,4.107164298233367,-0.11472348667558119,0,0,-2,1,-4.107164298233367,0.11472348667558119,0,0,2,1,
676.0,4.099771715509108,0.11451699314280615,0,0,-2,1,-4.099771715509108,-0.11451699314280615,0,0,2,1,
678.0,4.079578861803393,0.3425718084090574,0,0,-2,1,-4.079578861803393,-0.3425718084090574,0,0,2,1,
680.0,4.046695380492802,0.568725946560775,0,0,-2,1,-4.046695380492802,-0.568725946560775,0,0,2,1,
682.0,4.001270871128421,0.7922729672921198,0,0,-2,1,-4.001270871128421,-0.7922729672921198,0,0,2,1,
684.0,3.9434942720885977,1.0125172364324522,0,0,-2,1,-3.9434942720885977,-1.0125172364324522,0,0,2,1,
686.0,3.8735931182658145,1.2287761174725806,0,0,-2,1,-3.8735931182658145,-1.2287761174725806,0,0,2,1,
688.0,3.7918326766021417,1.440382113742559,0,0,-2,1,-3.7918326766021417,-1.440382113742559,0,0,2,1,
690.0,3.6985149626798486,1.6466849544279059,0,0,-2,1,-3.6985149626798486,-1.6466849544279059,0,0,2,1,
692.0,3.5939776419540457,1.84705361781602,0,0,-2,1,-3.5939776419540457,-1.84705361781602,0,0,2,1,
694.0,3.478592819581712,2.0408782853907512,0,0,-2,1,-3.478592819581712,-2.0408782853907512,0,0,2,1,
696.0,3.3527657231547026,2.227572220639699,0,0,-2,1,-3.3527657231547026,-2.227572220639699,0,0,2,1,
698.0,3.2169332829824167,2.406573566705018,0,0,-2,1,-3.2169332829824167,-2.406573566705018,0,0,2,1,
700.0,3.0715626148914548,2.5773470572933337,0,0,-2,1,-3.0715626148914548,-2.5773470572933337,0,0,2,1,
702.0,2.917149410813904,2.739385635562918,0,0,-2,1,-2.917149410813904,-2.739385635562918,0,0,2,1,
704.0,2.754216242721963,2.8922119760250955,0,0,-2,1,-2.754216242721963,-2.8922119760250955,0,0,2,1,
706.0,2.583310785733119,3.0353799048317844,0,0,-2,1,-2.583310785733119,-3.0353799048317844,0,0,2,1,
708.0,2.4050039664569356,3.16847571416949,0,0,-2,1,-2.4050039664569356,-3.16847571416949,0,0,2,1,
710.0,2.219888042880196,3.2911193668423064,0,0,-2,1,-2.219888042880196,-3.2911193668423064,0,0,2,1,
712.0,2.0285746222913645,3.4029655875001565,0,0,-2,1,-2.0285746222913645,-3.4029655875001565,0,0,2,1,
714.0,1.8316926239274463,3.503704837352977,0,0,-2,1,-1.8316926239274463,-3.503704837352977,0,0,2,1,
716.0,1.6298861931856348,3.5930641696051695,0,0,-2,1,-1.6298861931856348,-3.5930641696051695,0,0,2,1,
718.0,1.4238125743783396,3.6708079632462725,0,0,-2,1,-1.4238125743783396,-3.6708079632462725,0,0,2,1,
720.0,1.2141399491227733,3.736738533241949,0,0,-2,1,-1.2141399491227733,-3.736738533241949,0,0,2,1,
722.0,1.0015452475450242,3.7906966155827426,0,0,-2,1,-1.0015452475450242,-3.7906966155827426,0,0,2,1,
724.0,0.7867119395431603,3.832561726065162,0,0,-2,1,-0.7867119395431603,-3.832561726065162,0,0,2,1,
726.0,0.5703278133943089,3.862252392099171,0,0,-2,1,-0.5703278133943089,-3.862252392099171,0,0,2,1,
728.0,0.35308274900673486,3.8797262572566185,0,0,-2,1,-0.35308274900673486,-3.8797262572566185,0,0,2,1,
730.0,0.1356664931097319,3.884980058695162,0,0,-2,1,-0.1356664931097319,-3.884980058695162,0,0,2,1,
732.0,-0.081233556358233,3.8780494780104355,0,0,-2,1,0.081233556358233,-3.8780494780104355,0,0,2,1,
734.0,-0.2969345494590817,3.8590088664841358,0,0,-2,1,0.2969345494590817,-3.8590088664841358,0,0,2,1,
736.0,-0.51076035993847,3.8279708461060067,0,0,-2,1,0.51076035993847,-3.8279708461060067,0,0,2,1,
738.0,-0.7220437303625088,3.7850857881520548,0,0,-2,1,0.7220437303625088,-3.7850857881520548,0,0,2,1,
740.0,-0.9301283798139434,3.7305411714983507,0,0,-2,1,0.9301283798139434,-3.7305411714983507,0,0,2,1,
742.0,-1.134371067402839,3.664560823238146,0,0,-2,1,1.134371067402839,-3.664560823238146,0,0,2,1,
744.0,-1.3341436050176758,3.587404044548557,0,0,-2,1,1.3341436050176758,-3.587404044548557,0,0,2,1,
746.0,-1.5288348129348894,3.4993646251204424,0,0,-2,1,1.5288348129348894,-3.4993646251204424,0,0,2,1,
748.0,-1.717852412117551,3.400769749820108,0,0,-2,1,1.717852412117551,-3.400769749820108,0,0,2,1,
750.0,-1.9006248472663094,3.2919788015930824,0,0,-2,1,1.9006248472663094,-3.2919788015930824,0,0,2,1,
752.0,-2.0766030349370648,3.173382064947151,0,0,-2,1,2.0766030349370648,-3.173382064947151,0,0,2,1,
754.0,-2.2452620313091836,3.0453993346632187,0,0,-2,1,2.2452620313091836,-3.0453993346632187,0,0,2,1,
756.0,-2.406102614474469,2.908478434677295,0,0,-2,1,2.406102614474469,-2.908478434677295,0,0,2,1,
758.0,-2.558652776419505,2.763093652354103,0,0,-2,1,2.558652776419505,-2.763093652354103,0,0,2,1,
760.0,-2.7024691201913664,2.609744093631548,0,0,-2,1,2.7024691201913664,-2.609744093631548,0,0,2,1,
762.0,-2.837138158067879,2.4489519647548628,0,0,-2,1,2.837138158067879,-2.4489519647548628,0,0,2,1,
764.0,-2.9622775068974794,2.2812607865387875,0,0,-2,1,2.9622775068974794,-2.2812607865387875,0,0,2,1,
766.0,-3.077536977129073,2.1072335472951114,0,0,-2,1,3.077536977129073,-2.1072335472951114,0,0,2,1,
768.0,-3.182599552417847,1.9274508007406195,0,0,-2,1,3.182599552417847,-1.9274508007406195,0,0,2,1,
770.0,-3.277182257067538,1.742508715356458,0,0,-2,1,3.277182257067538,-1.742508715356458,0,0,2,1,
772.0,-3.361036908951867,1.5530170818037214,0,0,-2,1,3.361036908951867,-1.5530170818037214,0,0,2,1,
774.0,-3.4339507559464333,1.3595972851112959,0,0,-2,1,3.4339507559464333,-1.3595972851112959,0,0,2,1,
776.0,-3.4957469942959416,1.1628802484403462,0,0,-2,1,3.4957469942959416,-1.1628802484403462,0,0,2,1,
778.0,-3.546285167738956,0.9635043552951734,0,0,-2,1,3.546285167738956,-0.9635043552951734,0,0,2,1,
780.0,-3.5854614466119554,0.7621133570922551,0,0,-2,1,3.5854614466119554,-0.7621133570922551,0,0,2,1,
782.0,-3.6132087865551044,0.5593542730181719,0,0,-2,1,3.6132087865551044,-0.5593542730181719,0,0,2,1,
784.0,-3.6294969668423382,0.3558752891027444,0,0,-2,1,3.6294969668423382,-0.3558752891027444,0,0,2,1,
786.0,-3.6343325087569074,0.15232366340624287,0,0,-2,1,3.6343325087569074,-0.15232366340624287,0,0,2,1,
788.0,-3.6277584748289176,-0.05065635583090023,0,0,-2,1,3.6277584748289176,0.05065635583090023,0,0,2,1,
790.0,-3.6098541501425188,-0.2524255923005234,0,0,-2,1,3.6098541501425188,0.2524255923005234,0,0,2,1,
792.0,-3.5807346073057427,-0.452351977321398,0,0,-2,1,3.5807346073057427,0.452351977321398,0,0,2,1,
794.0,-3.5405501570544153,-0.6498125525536494,0,0,-2,1,3.5405501570544153,0.6498125525536494,0,0,2,1,
796.0,-3.489485686831815,-0.8441954333090159,0,0,-2,1,3.489485686831815,0.8441954333090159,0,0,2,1,
798.0,-3.4277598900464925,-1.0349017261931728,0,0,-2,1,3.4277598900464925,1.0349017261931728,0,0,2,1,
800.0,-3.3556243890609005,-1.2213473949958733,0,0,-2,1,3.3556243890609005,1.2213473949958733,0,0,2,1,
802.0,-3.273362755301898,-1.4029650689444744,0,0,-2,1,3.273362755301898,1.4029650689444744,0,0,2,1,
804.0,-3.1812894302098127,-1.5792057876546912,0,0,-2,1,3.1812894302098127,1.5792057876546912,0,0,2,1,
806.0,-3.0797485510544664,-1.749540677348814,0,0,-2,1,3.0797485510544664,1.749540677348814,0,0,2,1,
808.0,-2.9691126859434225,-1.913462553165122,0,0,-2,1,2.9691126859434225,1.913462553165122,0,0,2,1,
810.0,-2.8497814826287224,-2.0704874426519337,0,0,-2,1,2.8497814826287224,2.0704874426519337,0,0,2,1,
812.0,-2.7221802359827265,-2.2201560258246658,0,0,-2,1,2.7221802359827265,2.2201560258246658,0,0,2,1,
814.0,-2.5867583792604503,-2.362034987463375,0,0,-2,1,2.5867583792604503,2.362034987463375,0,0,2,1,
816.0,-2.443987904494329,-2.4957182776405085,0,0,-2,1,2.443987904494329,2.4957182776405085,0,0,2,1,
818.0,-2.2943617175768667,-2.6208282767928197,0,0,-2,1,2.2943617175768667,2.6208282767928197,0,0,2,1,
820.0,-2.138391933776574,-2.7370168619865,0,0,-2,1,2.138391933776574,2.7370168619865,0,0,2,1,
822.0,-1.9766081196023775,-2.8439663713693495,0,0,-2,1,1.9766081196023775,2.8439663713693495,0,0,2,1,
824.0,-1.809555487080818,-2.94139046415703,0,0,-2,1,1.809555487080818,2.94139046415703,0,0,2,1,
826.0,-1.6377930466384458,-3.029034873860909,0,0,-2,1,1.6377930466384458,3.029034873860909,0,0,2,1,
828.0,-1.4618917248884973,-3.106678052831425,0,0,-2,1,1.4618917248884973,3.106678052831425,0,0,2,1,
830.0,-1.282432453705966,-3.174131706562038,0,0,-2,1,1.282432453705966,3.174131706562038,0,0,2,1,
832.0,-1.1000042370383771,-3.231241216573405,0,0,-2,1,1.1000042370383771,3.231241216573405,0,0,2,1,
834.0,-0.9152022019407742,-3.277885951074094,0,0,-2,1,0.9152022019407742,3.277885951074094,0,0,2,1,
836.0,-0.7286256403426634,-3.3139794629717234,0,0,-2,1,0.7286256403426634,3.3139794629717234,0,0,2,1,
838.0,-0.5408760480519192,-3.3394695751855323,0,0,-2,1,0.5408760480519192,3.3394695751855323,0,0,2,1,
840.0,-0.3525551674760654,-3.3543383535867757,0,0,-2,1,0.3525551674760654,3.3543383535867757,0,0,2,1,
842.0,-0.16426304049510704,-3.358601968265813,0,0,-2,1,0.16426304049510704,3.358601968265813,0,0,2,1,
844.0,0.02340392214756113,-3.3523104441929332,0,0,-2,1,-0.02340392214756113,3.3523104441929332,0,0,2,1,
846.0,0.2098548486583534,-3.3355473027027385,0,0,-2,1,-0.2098548486583534,3.3355473027027385,0,0,2,1,
848.0,0.39450628504235835,-3.3084290955879885,0,0,-2,1,-0.39450628504235835,3.3084290955879885,0,0,2,1,
850.0,0.5767840389489934,-3.2711048339370863,0,0,-2,1,-0.5767840389489934,3.2711048339370863,0,0,2,1,
852.0,0.7561249826247901,-3.2237553141886477,0,0,-2,1,-0.7561249826247901,3.2237553141886477,0,0,2,1,
854.0,0.931978809251913,-3.1665923442057835,0,0,-2,1,-0.931978809251913,3.1665923442057835,0,0,2,1,
856.0,1.1038097371376567,-3.099857872490767,0,0,-2,1,-1.1038097371376567,3.099857872490767,0,0,2,1,
858.0,1.2710981564244628,-3.023823023966591,0,0,-2,1,-1.2710981564244628,3.023823023966591,0,0,2,1,
860.0,1.4333422132111637,-2.9387870460446117,0,0,-2,1,-1.4333422132111637,2.9387870460446117,0,0,2,1,
862.0,1.5900593262133476,-2.8450761689760466,0,0,-2,1,-1.5900593262133476,2.8450761689760466,0,0,2,1,
864.0,1.7407876313430874,-2.7430423847487595,0,0,-2,1,-1.7407876313430874,2.7430423847487595,0,0,2,1,
866.0,1.8850873498548026,-2.6330621490385573,0,0,-2,1,-1.8850873498548026,2.6330621490385573,0,0,2,1,
868.0,2.022542075983802,-2.5155350109555554,0,0,-2,1,-2.022542075983802,2.5155350109555554,0,0,2,1,
870.0,2.152759980296006,-2.3908821755401837,0,0,-2,1,-2.152759980296006,2.3908821755401837,0,0,2,1,
872.0,2.275374925270469,-2.2595450041595746,0,0,-2,1,-2.275374925270469,2.2595450041595746,0,0,2,1,
874.0,2.3900474899494792,-2.1219834581327595,0,0,-2,1,-2.3900474899494792,2.1219834581327595,0,0,2,1,
876.0,2.4964659008130976,-1.9786744910718475,0,0,-2,1,-2.4964659008130976,1.9786744910718475,0,0,2,1,
878.0,2.5943468663648916,-1.830110395565649,0,0,-2,1,-2.5943468663648916,1.830110395565649,0,0,2,1,
880.0,2.6834363132521015,-1.676797109951789,0,0,-2,1,-2.6834363132521015,1.676797109951789,0,0,2,1,
882.0,2.7635100220854163,-1.5192524910227956,0,0,-2,1,-2.7635100220854163,1.5192524910227956,0,0,2,1,
884.0,2.834374161469708,-1.3580045585908231,0,0,-2,1,-2.834374161469708,1.3580045585908231,0,0,2,1,
886.0,2.8958657191062813,-1.193589717894384,0,0,-2,1,-2.8958657191062813,1.193589717894384,0,0,2,1,
888.0,2.9478528291782506,-1.0265509658685288,0,0,-2,1,-2.9478528291782506,1.0265509658685288,0,0,2,1,
890.0,2.9902349955822363,-0.8574360873177201,0,0,-2,1,-2.9902349955822363,0.8574360873177201,0,0,2,1,
892.0,3.022943210920785,-0.6867958470273599,0,0,-2,1,-3.022943210920785,0.6867958470273599,0,0,2,1,
894.0,3.0459399715190587,-0.5151821838269666,0,0,-2,1,-3.0459399715190587,0.5151821838269666,0,0,2,1,
896.0,3.0592191890757574,-0.34314641257429346,0,0,-2,1,-3.0592191890757574,0.34314641257429346,0,0,2,1,
898.0,3.0628059999004273,-0.17123743996631838,0,0,-2,1,-3.0628059999004273,0.17123743996631838,0,0,2,1,
900.0,3.056756473026196,-2.994757624371587e-15,0,0,-2,1,-3.056756473026196,2.994757624371587e-15,0,0,2,1,
902.0,3.0411572188175695,0.17002708519649007,0,0,-2,1,-3.0411572188175695,-0.17002708519649007,0,0,2,1,
904.0,3.016124900015908,0.3383126135623916,0,0,-2,1,-3.016124900015908,-0.3383126135623916,0,0,2,1,
906.0,2.9818056474797427,0.504334674872159,0,0,-2,1,-2.9818056474797427,-0.504334674872159,0,0,2,1,
908.0,2.9383743831819964,0.6675822807687669,0,0,-2,1,-2.9383743831819964,-0.6675822807687669,0,0,2,1,
910.0,2.886034053320549,0.8275569479324549,0,0,-2,1,-2.886034053320549,-0.8275569479324549,0,0,2,1,
912.0,2.8250147746814425,0.9837742294449944,0,0,-2,1,-2.8250147746814425,-0.9837742294449944,0,0,2,1,
914.0,2.755572897664496,1.1357651896151497,0,0,-2,1,-2.755572897664496,-1.1357651896151497,0,0,2,1,
916.0,2.6779899896383004,1.2830778177513684,0,0,-2,1,-2.6779899896383004,-1.2830778177513684,0,0,2,1,
918.0,2.592571742534731,1.425278376601984,0,0,-2,1,-2.592571742534731,-1.425278376601984,0,0,2,1,
920.0,2.4996468088214736,1.561952681430492,0,0,-2,1,-2.4996468088214736,-1.561952681430492,0,0,2,1,
922.0,2.399565570203919,1.6927073059528066,0,0,-2,1,-2.399565570203919,-1.6927073059528066,0,0,2,1,
924.0,2.2926988436045606,1.8171707116338922,0,0,-2,1,-2.2926988436045606,-1.8171707116338922,0,0,2,1,
926.0,2.179436529148042,1.9349942971217675,0,0,-2,1,-2.179436529148042,-1.9349942971217675,0,0,2,1,
928.0,2.060186205042885,2.0458533648865798,0,0,-2,1,-2.060186205042885,-2.0458533648865798,0,0,2,1,
930.0,1.9353716743960765,2.149448002430213,0,0,-2,1,-1.9353716743960765,-2.149448002430213,0,0,2,1,
932.0,1.8054314691238689,2.245503875736627,0,0,-2,1,-1.8054314691238689,-2.245503875736627,0,0,2,1,
934.0,1.670817316230907,2.3337729329437487,0,0,-2,1,-1.670817316230907,-2.3337729329437487,0,0,2,1,
936.0,1.531992571819942,2.4140340165331455,0,0,-2,1,-1.531992571819942,-2.4140340165331455,0,0,2,1,
938.0,1.389430628265776,2.4860933826528107,0,0,-2,1,-1.389430628265776,-2.4860933826528107,0,0,2,1,
940.0,1.243613300039453,2.54978512651,0,0,-2,1,-1.243613300039453,-2.54978512651,0,0,2,1,
942.0,1.0950291937021772,2.60497151309416,0,0,-2,1,-1.0950291937021772,-2.60497151309416,0,0,2,1,
944.0,0.9441720676028696,2.651543212813362,0,0,-2,1,-0.9441720676028696,-2.651543212813362,0,0,2,1,
946.0,0.7915391868088252,2.6894194419502218,0,0,-2,1,-0.7915391868088252,-2.6894194419502218,0,0,2,1,
948.0,0.6376296787757334,2.718548008164031,0,0,-2,1,-0.6376296787757334,-2.718548008164031,0,0,2,1,
950.0,0.4829428952215338,2.73890526158344,0,0,-2,1,-0.4829428952215338,-2.73890526158344,0,0,2,1,
952.0,0.327976785608547,2.7504959523477526,0,0,-2,1,-0.327976785608547,-2.7504959523477526,0,0,2,1,
954.0,0.1732262875602878,2.7533529957633482,0,0,-2,1,-0.1732262875602878,-2.7533529957633482,0,0,2,1,
